"Date","LA Name","DAQI"
2017-11-04,"South Ayrshire",1
2017-11-04,"South Lanarkshire",1
2017-11-04,"Stirling",1
2017-11-04,"West Dunbartonshire",1
2017-11-04,"West Lothian",2
2017-11-05,"Aberdeen City",2
2017-11-05,"Angus",1
2017-11-05,"Clackmannanshire",2
2017-11-05,"Dumfries and Galloway",2
2017-11-05,"Dundee City",2
2017-11-05,"East Ayrshire",2
2017-11-05,"East Dunbartonshire",5
2017-11-05,"East Lothian",2
2017-11-05,"East Renfrewshire",3
2017-11-05,"Edinburgh, City of",3
2017-11-05,"Falkirk",2
2017-11-05,"Fife",2
2017-11-05,"Glasgow City",3
2017-11-05,"Highland",3
2017-11-05,"Inverclyde",1
2017-11-05,"Midlothian",3
2017-11-05,"North Ayrshire",2
2017-11-05,"North Lanarkshire",2
2017-11-05,"Perth and Kinross",2
2017-11-05,"Renfrewshire",2
2017-11-05,"Scottish Borders",3
2017-11-05,"Shetland Islands",3
2017-11-05,"South Ayrshire",1
2017-11-05,"South Lanarkshire",3
2017-11-05,"Stirling",1
2017-11-05,"West Dunbartonshire",2
2017-11-05,"West Lothian",2
2017-11-06,"Aberdeen City",2
2017-11-06,"Angus",1
2017-11-06,"Clackmannanshire",2
2017-11-06,"Dumfries and Galloway",3
2017-11-06,"Dundee City",2
2017-11-06,"East Ayrshire",1
2017-11-06,"East Dunbartonshire",4
2017-11-06,"East Lothian",1
2017-11-06,"East Renfrewshire",3
2017-11-06,"Edinburgh, City of",6
2017-11-06,"Falkirk",3
2017-11-06,"Fife",2
2017-11-06,"Glasgow City",3
2017-11-06,"Highland",3
2017-11-06,"Inverclyde",2
2017-11-06,"Midlothian",3
2017-11-06,"North Ayrshire",2
2017-11-06,"North Lanarkshire",2
2017-11-06,"Perth and Kinross",2
2017-11-06,"Renfrewshire",2
2017-11-06,"Scottish Borders",3
2017-11-06,"Shetland Islands",3
2017-11-06,"South Ayrshire",1
2017-11-06,"South Lanarkshire",2
2017-11-06,"Stirling",2
2017-11-06,"West Dunbartonshire",2
2017-11-06,"West Lothian",2
2017-11-07,"Aberdeen City",3
2017-11-07,"Angus",1
2017-11-07,"Clackmannanshire",2
2017-11-07,"Dumfries and Galloway",3
2017-11-07,"Dundee City",2
2017-11-07,"East Ayrshire",2
2017-11-07,"East Dunbartonshire",2
2017-11-07,"East Lothian",2
2017-11-07,"East Renfrewshire",3
2017-11-07,"Edinburgh, City of",4
2017-11-07,"Falkirk",2
2017-11-07,"Fife",2
2017-11-07,"Glasgow City",3
2017-11-07,"Highland",3
2017-11-07,"Inverclyde",2
2017-11-07,"Midlothian",3
2017-11-07,"North Ayrshire",2
2017-11-07,"North Lanarkshire",3
2017-11-07,"Perth and Kinross",2
2017-11-07,"Renfrewshire",2
2017-11-07,"Scottish Borders",3
2017-11-07,"Shetland Islands",3
2017-11-07,"South Ayrshire",1
2017-11-07,"South Lanarkshire",2
2017-11-07,"Stirling",2
2017-11-07,"West Dunbartonshire",2
2017-11-07,"West Lothian",2
2017-11-08,"Aberdeen City",2
2017-11-08,"Angus",1
2017-11-08,"Clackmannanshire",1
2017-11-08,"Dumfries and Galloway",2
2017-11-08,"Dundee City",2
2017-11-08,"East Ayrshire",2
2017-11-08,"East Dunbartonshire",2
2017-11-08,"East Lothian",1
2017-11-08,"East Renfrewshire",2
2017-11-08,"Edinburgh, City of",3
2017-11-08,"Falkirk",2
2017-11-08,"Fife",2
2017-11-08,"Glasgow City",3
2017-11-08,"Highland",3
2017-11-08,"Inverclyde",1
2017-11-08,"Midlothian",2
2017-11-08,"North Ayrshire",1
2017-11-08,"North Lanarkshire",2
2017-11-08,"Perth and Kinross",2
2017-11-08,"Renfrewshire",2
2017-11-08,"Scottish Borders",2
2017-11-08,"Shetland Islands",3
2017-11-08,"South Ayrshire",1
2017-11-08,"South Lanarkshire",2
2017-11-08,"Stirling",1
2017-11-08,"West Dunbartonshire",2
2017-11-08,"West Lothian",2
2017-11-09,"Aberdeen City",2
2017-11-09,"Angus",1
2017-11-09,"Clackmannanshire",1
2017-11-09,"Dumfries and Galloway",3
2017-11-09,"Dundee City",2
2017-11-09,"East Ayrshire",2
2017-11-09,"East Dunbartonshire",2
2017-11-09,"East Lothian",1
2017-11-09,"East Renfrewshire",3
2017-11-09,"Edinburgh, City of",2
2017-11-09,"Falkirk",2
2017-11-09,"Fife",2
2017-11-09,"Glasgow City",2
2017-11-09,"Highland",3
2017-11-09,"Inverclyde",1
2017-11-09,"Midlothian",3
2017-11-09,"North Ayrshire",2
2017-11-09,"North Lanarkshire",2
2017-11-09,"Perth and Kinross",2
2017-11-09,"Renfrewshire",2
2017-11-09,"Scottish Borders",3
2017-11-09,"Shetland Islands",3
2017-11-09,"South Ayrshire",1
2017-11-09,"South Lanarkshire",2
2017-11-09,"Stirling",2
2017-11-09,"West Dunbartonshire",1
2017-11-09,"West Lothian",1
2017-11-10,"Aberdeen City",3
2017-11-10,"Angus",1
2017-11-10,"Clackmannanshire",2
2017-11-10,"Dumfries and Galloway",3
2017-11-10,"Dundee City",3
2017-11-10,"East Ayrshire",2
2017-11-10,"East Dunbartonshire",2
2017-11-10,"East Lothian",1
2017-11-10,"East Renfrewshire",3
2017-11-10,"Edinburgh, City of",2
2017-11-10,"Falkirk",2
2017-11-10,"Fife",2
2017-11-10,"Glasgow City",2
2017-11-10,"Highland",3
2017-11-10,"Inverclyde",1
2017-11-10,"Midlothian",3
2017-11-10,"North Ayrshire",2
2017-11-10,"North Lanarkshire",3
2017-11-10,"Perth and Kinross",2
2017-11-10,"Renfrewshire",2
2017-11-10,"Scottish Borders",3
2017-11-10,"Shetland Islands",3
2017-11-10,"South Ayrshire",1
2017-11-10,"South Lanarkshire",2
2017-11-10,"Stirling",1
2017-11-10,"West Dunbartonshire",2
2017-11-10,"West Lothian",2
2017-11-11,"Aberdeen City",3
2017-11-11,"Angus",1
2017-11-11,"Clackmannanshire",2
2017-11-11,"Dumfries and Galloway",2
2017-11-11,"Dundee City",3
2017-11-11,"East Ayrshire",2
2017-11-11,"East Dunbartonshire",2
2017-11-11,"East Lothian",1
2017-11-11,"East Renfrewshire",3
2017-11-11,"Edinburgh, City of",3
2017-11-11,"Falkirk",2
2017-11-11,"Fife",2
2017-11-11,"Glasgow City",2
2017-11-11,"Highland",3
2017-11-11,"Inverclyde",2
2017-11-11,"Midlothian",3
2017-11-11,"North Ayrshire",2
2017-11-11,"North Lanarkshire",2
2017-11-11,"Perth and Kinross",2
2017-11-11,"Renfrewshire",2
2017-11-11,"Scottish Borders",3
2017-11-11,"Shetland Islands",3
2017-11-11,"South Ayrshire",1
2017-11-11,"South Lanarkshire",2
2017-11-11,"Stirling",2
2017-11-11,"West Dunbartonshire",2
2017-11-11,"West Lothian",2
2017-11-12,"Aberdeen City",2
2017-11-12,"Angus",1
2017-11-12,"Clackmannanshire",1
2017-11-12,"Dumfries and Galloway",3
2017-11-12,"Dundee City",2
2017-11-12,"East Ayrshire",2
2017-11-12,"East Dunbartonshire",2
2017-11-12,"East Lothian",1
2017-11-12,"East Renfrewshire",3
2017-11-12,"Edinburgh, City of",2
2017-11-12,"Falkirk",2
2017-11-12,"Fife",1
2017-11-12,"Glasgow City",2
2017-11-12,"Highland",3
2017-11-12,"Inverclyde",1
2017-11-12,"Midlothian",2
2017-11-12,"North Ayrshire",1
2017-11-12,"North Lanarkshire",2
2017-11-12,"Perth and Kinross",2
2017-11-12,"Renfrewshire",2
2017-11-12,"Scottish Borders",3
2017-11-12,"Shetland Islands",3
2017-11-12,"South Ayrshire",1
2017-11-12,"South Lanarkshire",2
2017-11-12,"Stirling",1
2017-11-12,"West Dunbartonshire",2
2017-11-12,"West Lothian",1
2017-11-13,"Aberdeen City",2
2017-11-13,"Angus",1
2017-11-13,"Clackmannanshire",2
2017-11-13,"Dumfries and Galloway",2
2017-11-13,"Dundee City",3
2017-11-13,"East Ayrshire",2
2017-11-13,"East Dunbartonshire",2
2017-11-13,"East Lothian",1
2017-11-13,"East Renfrewshire",2
2017-11-13,"Edinburgh, City of",2
2017-11-13,"Falkirk",2
2017-11-13,"Fife",2
2017-11-13,"Glasgow City",2
2017-11-13,"Highland",3
2017-11-13,"Inverclyde",2
2017-11-13,"Midlothian",2
2017-11-13,"North Ayrshire",1
2017-11-13,"North Lanarkshire",2
2017-11-13,"Perth and Kinross",2
2017-11-13,"Renfrewshire",2
2017-11-13,"Scottish Borders",2
2017-11-13,"Shetland Islands",3
2017-11-13,"South Ayrshire",1
2017-11-13,"South Lanarkshire",2
2017-11-13,"Stirling",2
2017-11-13,"West Dunbartonshire",2
2017-11-13,"West Lothian",2
2017-11-14,"Aberdeen City",3
2017-11-14,"Angus",1
2017-11-14,"Clackmannanshire",2
2017-11-14,"Dumfries and Galloway",2
2017-11-14,"Dundee City",3
2017-11-14,"East Ayrshire",2
2017-11-14,"East Dunbartonshire",2
2017-11-14,"East Lothian",1
2017-11-14,"East Renfrewshire",3
2017-11-14,"Edinburgh, City of",3
2017-11-14,"Falkirk",2
2017-11-14,"Fife",2
2017-11-14,"Glasgow City",3
2017-11-14,"Highland",3
2017-11-14,"Inverclyde",1
2017-11-14,"Midlothian",2
2017-11-14,"North Ayrshire",1
2017-11-14,"North Lanarkshire",3
2017-11-14,"Perth and Kinross",2
2017-11-14,"Renfrewshire",2
2017-11-14,"Scottish Borders",3
2017-11-14,"Shetland Islands",3
2017-11-14,"South Ayrshire",1
2017-11-14,"South Lanarkshire",2
2017-11-14,"Stirling",2
2017-11-14,"West Dunbartonshire",2
2017-11-14,"West Lothian",2
2017-11-15,"Aberdeen City",3
2017-11-15,"Angus",1
2017-11-15,"Clackmannanshire",2
2017-11-15,"Dumfries and Galloway",2
2017-11-15,"Dundee City",3
2017-11-15,"East Ayrshire",2
2017-11-15,"East Dunbartonshire",2
2017-11-15,"East Lothian",1
2017-11-15,"East Renfrewshire",3
2017-11-15,"Edinburgh, City of",3
2017-11-15,"Falkirk",2
2017-11-15,"Fife",2
2017-11-15,"Glasgow City",3
2017-11-15,"Highland",3
2017-11-15,"Inverclyde",2
2017-11-15,"Midlothian",2
2017-11-15,"North Ayrshire",1
2017-11-15,"North Lanarkshire",2
2017-11-15,"Perth and Kinross",2
2017-11-15,"Renfrewshire",2
2017-11-15,"Scottish Borders",2
2017-11-15,"Shetland Islands",3
2017-11-15,"South Ayrshire",1
2017-11-15,"South Lanarkshire",2
2017-11-15,"Stirling",1
2017-11-15,"West Dunbartonshire",2
2017-11-15,"West Lothian",2
2017-11-16,"Aberdeen City",2
2017-11-16,"Angus",1
2017-11-16,"Clackmannanshire",2
2017-11-16,"Dumfries and Galloway",3
2017-11-16,"Dundee City",2
2017-11-16,"East Ayrshire",2
2017-11-16,"East Dunbartonshire",2
2017-11-16,"East Lothian",1
2017-11-16,"East Renfrewshire",3
2017-11-16,"Edinburgh, City of",2
2017-11-16,"Falkirk",2
2017-11-16,"Fife",2
2017-11-16,"Glasgow City",3
2017-11-16,"Highland",3
2017-11-16,"Inverclyde",1
2017-11-16,"Midlothian",3
2017-11-16,"North Ayrshire",1
2017-11-16,"North Lanarkshire",2
2017-11-16,"Perth and Kinross",2
2017-11-16,"Renfrewshire",2
2017-11-16,"Scottish Borders",3
2017-11-16,"Shetland Islands",3
2017-11-16,"South Ayrshire",1
2017-11-16,"South Lanarkshire",2
2017-11-16,"Stirling",1
2017-11-16,"West Dunbartonshire",2
2017-11-16,"West Lothian",2
2017-11-17,"Aberdeen City",2
2017-11-17,"Angus",1
2017-11-17,"Clackmannanshire",1
2017-11-17,"Dumfries and Galloway",2
2017-11-17,"Dundee City",2
2017-11-17,"East Ayrshire",1
2017-11-17,"East Dunbartonshire",2
2017-11-17,"East Lothian",1
2017-11-17,"East Renfrewshire",3
2017-11-17,"Edinburgh, City of",2
2017-11-17,"Falkirk",2
2017-11-17,"Fife",1
2017-11-17,"Glasgow City",2
2017-11-17,"Highland",3
2017-11-17,"Inverclyde",1
2017-11-17,"Midlothian",3
2017-11-17,"North Ayrshire",1
2017-11-17,"North Lanarkshire",2
2017-11-17,"Perth and Kinross",2
2017-11-17,"Renfrewshire",1
2017-11-17,"Scottish Borders",3
2017-11-17,"Shetland Islands",3
2017-11-17,"South Ayrshire",1
2017-11-17,"South Lanarkshire",1
2017-11-17,"Stirling",1
2017-11-17,"West Dunbartonshire",1
2017-11-17,"West Lothian",1
2017-11-18,"Aberdeen City",3
2017-11-18,"Angus",1
2017-11-18,"Clackmannanshire",1
2017-11-18,"Dumfries and Galloway",3
2017-11-18,"Dundee City",2
2017-11-18,"East Ayrshire",2
2017-11-18,"East Dunbartonshire",2
2017-11-18,"East Lothian",1
2017-11-18,"East Renfrewshire",3
2017-11-18,"Edinburgh, City of",3
2017-11-18,"Falkirk",2
2017-11-18,"Fife",1
2017-11-18,"Glasgow City",2
2017-11-18,"Highland",3
2017-11-18,"Inverclyde",1
2017-11-18,"Midlothian",3
2017-11-18,"North Ayrshire",2
2017-11-18,"North Lanarkshire",2
2017-11-18,"Perth and Kinross",2
2017-11-18,"Renfrewshire",1
2017-11-18,"Scottish Borders",3
2017-11-18,"Shetland Islands",3
2017-11-18,"South Ayrshire",1
2017-11-18,"South Lanarkshire",2
2017-11-18,"Stirling",1
2017-11-18,"West Dunbartonshire",2
2017-11-18,"West Lothian",2
2017-11-19,"Aberdeen City",2
2017-11-19,"Angus",1
2017-11-19,"Clackmannanshire",1
2017-11-19,"Dumfries and Galloway",2
2017-11-19,"Dundee City",2
2017-11-19,"East Ayrshire",1
2017-11-19,"East Dunbartonshire",2
2017-11-19,"East Lothian",1
2017-11-19,"East Renfrewshire",3
2017-11-19,"Edinburgh, City of",2
2017-11-19,"Falkirk",2
2017-11-19,"Fife",2
2017-11-19,"Glasgow City",3
2017-11-19,"Highland",3
2017-11-19,"Inverclyde",2
2017-11-19,"Midlothian",2
2017-11-19,"North Ayrshire",1
2017-11-19,"North Lanarkshire",2
2017-11-19,"Perth and Kinross",2
2017-11-19,"Renfrewshire",2
2017-11-19,"Scottish Borders",2
2017-11-19,"Shetland Islands",3
2017-11-19,"South Ayrshire",1
2017-11-19,"South Lanarkshire",2
2017-11-19,"Stirling",1
2017-11-19,"West Dunbartonshire",2
2017-11-19,"West Lothian",2
2017-11-20,"Aberdeen City",3
2017-11-20,"Clackmannanshire",1
2017-11-20,"Dumfries and Galloway",3
2017-11-20,"Dundee City",2
2017-11-20,"East Ayrshire",2
2017-11-20,"East Dunbartonshire",2
2017-11-20,"East Lothian",2
2017-11-20,"East Renfrewshire",1
2017-11-20,"Edinburgh, City of",3
2017-11-20,"Falkirk",2
2017-11-20,"Fife",2
2017-11-20,"Glasgow City",3
2017-11-20,"Highland",2
2017-11-20,"Inverclyde",2
2017-11-20,"Midlothian",2
2017-11-20,"North Ayrshire",1
2017-11-20,"North Lanarkshire",2
2017-11-20,"Perth and Kinross",2
2017-11-20,"Renfrewshire",2
2017-11-20,"Scottish Borders",2
2017-11-20,"Shetland Islands",2
2017-11-20,"South Ayrshire",1
2017-11-20,"South Lanarkshire",2
2017-11-20,"Stirling",1
2017-11-20,"West Dunbartonshire",2
2017-11-20,"West Lothian",2
2017-11-21,"Aberdeen City",3
2017-11-21,"Clackmannanshire",1
2017-11-21,"Dumfries and Galloway",2
2017-11-21,"Dundee City",2
2017-11-21,"East Ayrshire",2
2017-11-21,"East Dunbartonshire",2
2017-11-21,"East Lothian",2
2017-11-21,"East Renfrewshire",2
2017-11-21,"Edinburgh, City of",3
2017-11-21,"Falkirk",2
2017-11-21,"Fife",2
2017-11-21,"Glasgow City",2
2017-11-21,"Highland",2
2017-11-21,"Inverclyde",2
2017-11-21,"Midlothian",2
2017-11-21,"North Ayrshire",1
2017-11-21,"North Lanarkshire",2
2017-11-21,"Perth and Kinross",2
2017-11-21,"Renfrewshire",2
2017-11-21,"Scottish Borders",2
2017-11-21,"Shetland Islands",3
2017-11-21,"South Ayrshire",1
2017-11-21,"South Lanarkshire",2
2017-11-21,"Stirling",1
2017-11-21,"West Dunbartonshire",2
2017-11-21,"West Lothian",2
2017-11-22,"Aberdeen City",3
2017-11-22,"Clackmannanshire",1
2017-11-22,"Dumfries and Galloway",3
2017-11-22,"Dundee City",3
2017-11-22,"East Ayrshire",2
2017-11-22,"East Dunbartonshire",2
2017-11-22,"East Lothian",2
2017-11-22,"East Renfrewshire",2
2017-11-22,"Edinburgh, City of",3
2017-11-22,"Falkirk",2
2017-11-22,"Fife",2
2017-11-22,"Glasgow City",2
2017-11-22,"Highland",3
2017-11-22,"Inverclyde",2
2017-11-22,"Midlothian",2
2017-11-22,"North Ayrshire",1
2017-11-22,"North Lanarkshire",2
2017-11-22,"Perth and Kinross",2
2017-11-22,"Renfrewshire",2
2017-11-22,"Scottish Borders",3
2017-11-22,"Shetland Islands",3
2017-11-22,"South Ayrshire",1
2017-11-22,"South Lanarkshire",2
2017-11-22,"Stirling",1
2017-11-22,"West Dunbartonshire",2
2017-11-22,"West Lothian",2
2017-11-23,"Aberdeen City",2
2017-11-23,"Clackmannanshire",1
2017-11-23,"Dumfries and Galloway",3
2017-11-23,"Dundee City",2
2017-11-23,"East Ayrshire",2
2017-11-23,"East Dunbartonshire",2
2017-11-23,"East Lothian",1
2017-11-23,"East Renfrewshire",2
2017-11-23,"Edinburgh, City of",3
2017-11-23,"Falkirk",2
2017-11-23,"Fife",2
2017-11-23,"Glasgow City",3
2017-11-23,"Highland",3
2017-11-23,"Inverclyde",2
2017-11-23,"Midlothian",2
2017-11-23,"North Ayrshire",1
2017-11-23,"North Lanarkshire",3
2017-11-23,"Perth and Kinross",2
2017-11-23,"Renfrewshire",2
2017-11-23,"Scottish Borders",2
2017-11-23,"Shetland Islands",3
2017-11-23,"South Ayrshire",1
2017-11-23,"South Lanarkshire",2
2017-11-23,"Stirling",2
2017-11-23,"West Dunbartonshire",2
2017-11-23,"West Lothian",2
2017-11-24,"Aberdeen City",3
2017-11-24,"Clackmannanshire",2
2017-11-24,"Dumfries and Galloway",2
2017-11-24,"Dundee City",2
2017-11-24,"East Ayrshire",2
2017-11-24,"East Dunbartonshire",2
2017-11-24,"East Lothian",1
2017-11-24,"East Renfrewshire",2
2017-11-24,"Edinburgh, City of",3
2017-11-24,"Falkirk",2
2017-11-24,"Fife",2
2017-11-24,"Glasgow City",2
2017-11-24,"Highland",3
2017-11-24,"Inverclyde",2
2017-11-24,"Midlothian",2
2017-11-24,"North Ayrshire",2
2017-11-24,"North Lanarkshire",3
2017-11-24,"Perth and Kinross",2
2017-11-24,"Renfrewshire",2
2017-11-24,"Scottish Borders",2
2017-11-24,"Shetland Islands",3
2017-11-24,"South Ayrshire",1
2017-11-24,"South Lanarkshire",2
2017-11-24,"Stirling",2
2017-11-24,"West Dunbartonshire",2
2017-11-24,"West Lothian",2
2017-11-25,"Aberdeen City",2
2017-11-25,"Clackmannanshire",2
2017-11-25,"Dumfries and Galloway",3
2017-11-25,"Dundee City",2
2017-11-25,"East Ayrshire",2
2017-11-25,"East Dunbartonshire",2
2017-11-25,"East Lothian",1
2017-11-25,"East Renfrewshire",3
2017-11-25,"Edinburgh, City of",3
2017-11-25,"Falkirk",1
2017-11-25,"Fife",2
2017-11-25,"Glasgow City",2
2017-11-25,"Highland",3
2017-11-25,"Inverclyde",1
2017-11-25,"Midlothian",2
2017-11-25,"North Ayrshire",1
2017-11-25,"North Lanarkshire",3
2017-11-25,"Perth and Kinross",2
2017-11-25,"Renfrewshire",1
2017-11-25,"Scottish Borders",3
2017-11-25,"Shetland Islands",3
2017-11-25,"South Ayrshire",1
2017-11-25,"South Lanarkshire",1
2017-11-25,"Stirling",2
2017-11-25,"West Dunbartonshire",1
2017-11-25,"West Lothian",1
2017-11-26,"Aberdeen City",3
2017-11-26,"Clackmannanshire",2
2017-11-26,"Dumfries and Galloway",3
2017-11-26,"Dundee City",2
2017-11-26,"East Ayrshire",2
2017-11-26,"East Dunbartonshire",2
2017-11-26,"East Lothian",1
2017-11-26,"East Renfrewshire",3
2017-11-26,"Edinburgh, City of",2
2017-11-26,"Falkirk",2
2017-11-26,"Fife",1
2017-11-26,"Glasgow City",2
2017-11-26,"Highland",3
2017-11-26,"Inverclyde",2
2017-11-26,"Midlothian",2
2017-11-26,"North Ayrshire",1
2017-11-26,"North Lanarkshire",2
2017-11-26,"Perth and Kinross",2
2017-11-26,"Renfrewshire",1
2017-11-26,"Scottish Borders",3
2017-11-26,"Shetland Islands",3
2017-11-26,"South Ayrshire",1
2017-11-26,"South Lanarkshire",2
2017-11-26,"Stirling",1
2017-11-26,"West Dunbartonshire",2
2017-11-26,"West Lothian",1
2017-11-27,"Aberdeen City",2
2017-11-27,"Clackmannanshire",1
2017-11-27,"Dumfries and Galloway",3
2017-11-27,"Dundee City",3
2017-11-27,"East Ayrshire",2
2017-11-27,"East Dunbartonshire",2
2017-11-27,"East Lothian",1
2017-11-27,"East Renfrewshire",3
2017-11-27,"Edinburgh, City of",3
2017-11-27,"Falkirk",2
2017-11-27,"Fife",2
2017-11-27,"Glasgow City",2
2017-11-27,"Highland",3
2017-11-27,"Inverclyde",2
2017-11-27,"Midlothian",3
2017-11-27,"North Ayrshire",2
2017-11-27,"North Lanarkshire",2
2017-11-27,"Perth and Kinross",2
2017-11-27,"Renfrewshire",2
2017-11-27,"Scottish Borders",3
2017-11-27,"Shetland Islands",3
2017-11-27,"South Ayrshire",1
2017-11-27,"South Lanarkshire",2
2017-11-27,"Stirling",1
2017-11-27,"West Dunbartonshire",2
2017-11-27,"West Lothian",2
2017-11-28,"Aberdeen City",3
2017-11-28,"Clackmannanshire",1
2017-11-28,"Dumfries and Galloway",3
2017-11-28,"Dundee City",3
2017-11-28,"East Ayrshire",2
2017-11-28,"East Dunbartonshire",2
2017-11-28,"East Lothian",1
2017-11-28,"East Renfrewshire",2
2017-11-28,"Edinburgh, City of",3
2017-11-28,"Falkirk",2
2017-11-28,"Fife",2
2017-11-28,"Glasgow City",3
2017-11-28,"Highland",3
2017-11-28,"Inverclyde",1
2017-11-28,"Midlothian",2
2017-11-28,"North Ayrshire",2
2017-11-28,"North Lanarkshire",3
2017-11-28,"Perth and Kinross",2
2017-11-28,"Renfrewshire",2
2017-11-28,"Scottish Borders",2
2017-11-28,"Shetland Islands",3
2017-11-28,"South Ayrshire",1
2017-11-28,"South Lanarkshire",2
2017-11-28,"Stirling",1
2017-11-28,"West Dunbartonshire",2
2017-11-28,"West Lothian",2
2017-11-29,"Aberdeen City",3
2017-11-29,"Clackmannanshire",2
2017-11-29,"Dumfries and Galloway",3
2017-11-29,"Dundee City",3
2017-11-29,"East Ayrshire",2
2017-11-29,"East Dunbartonshire",3
2017-11-29,"East Lothian",1
2017-11-29,"East Renfrewshire",3
2017-11-29,"Edinburgh, City of",3
2017-11-29,"Falkirk",2
2017-11-29,"Fife",2
2017-11-29,"Glasgow City",3
2017-11-29,"Highland",3
2017-11-29,"Inverclyde",2
2017-11-29,"Midlothian",3
2017-11-29,"North Ayrshire",2
2017-11-29,"North Lanarkshire",3
2017-11-29,"Perth and Kinross",2
2017-11-29,"Renfrewshire",2
2017-11-29,"Scottish Borders",3
2017-11-29,"Shetland Islands",3
2017-11-29,"South Ayrshire",1
2017-11-29,"South Lanarkshire",3
2017-11-29,"Stirling",1
2017-11-29,"West Dunbartonshire",2
2017-11-29,"West Lothian",2
2017-11-30,"Aberdeen City",3
2017-11-30,"Clackmannanshire",1
2017-11-30,"Dumfries and Galloway",3
2017-11-30,"Dundee City",1
2017-11-30,"East Ayrshire",2
2017-11-30,"East Dunbartonshire",2
2017-11-30,"East Lothian",1
2017-11-30,"East Renfrewshire",3
2017-11-30,"Edinburgh, City of",3
2017-11-30,"Falkirk",2
2017-11-30,"Fife",2
2017-11-30,"Glasgow City",3
2017-11-30,"Highland",3
2017-11-30,"Inverclyde",1
2017-11-30,"Midlothian",3
2017-11-30,"North Ayrshire",2
2017-11-30,"North Lanarkshire",2
2017-11-30,"Perth and Kinross",2
2017-11-30,"Renfrewshire",2
2017-11-30,"Scottish Borders",3
2017-11-30,"Shetland Islands",3
2017-11-30,"South Ayrshire",1
2017-11-30,"South Lanarkshire",2
2017-11-30,"Stirling",2
2017-11-30,"West Dunbartonshire",2
2017-11-30,"West Lothian",2
2017-12-01,"Aberdeen City",3
2017-12-01,"Clackmannanshire",2
2017-12-01,"Dumfries and Galloway",3
2017-12-01,"Dundee City",2
2017-12-01,"East Ayrshire",2
2017-12-01,"East Dunbartonshire",3
2017-12-01,"East Lothian",2
2017-12-01,"East Renfrewshire",3
2017-12-01,"Edinburgh, City of",3
2017-12-01,"Falkirk",2
2017-12-01,"Fife",2
2017-12-01,"Glasgow City",3
2017-12-01,"Highland",3
2017-12-01,"Inverclyde",2
2017-12-01,"Midlothian",3
2017-12-01,"North Ayrshire",2
2017-12-01,"North Lanarkshire",3
2017-12-01,"Perth and Kinross",2
2017-12-01,"Renfrewshire",3
2017-12-01,"Scottish Borders",3
2017-12-01,"Shetland Islands",3
2017-12-01,"South Ayrshire",2
2017-12-01,"South Lanarkshire",3
2017-12-01,"Stirling",2
2017-12-01,"West Dunbartonshire",2
2017-12-01,"West Lothian",3
2017-12-02,"Aberdeen City",2
2017-12-02,"Clackmannanshire",2
2017-12-02,"Dumfries and Galloway",3
2017-12-02,"Dundee City",2
2017-12-02,"East Ayrshire",2
2017-12-02,"East Dunbartonshire",3
2017-12-02,"East Lothian",1
2017-12-02,"East Renfrewshire",3
2017-12-02,"Edinburgh, City of",2
2017-12-02,"Falkirk",2
2017-12-02,"Fife",2
2017-12-02,"Glasgow City",2
2017-12-02,"Highland",3
2017-12-02,"Inverclyde",1
2017-12-02,"Midlothian",2
2017-12-02,"North Ayrshire",2
2017-12-02,"North Lanarkshire",2
2017-12-02,"Perth and Kinross",2
2017-12-02,"Renfrewshire",1
2017-12-02,"Scottish Borders",3
2017-12-02,"Shetland Islands",3
2017-12-02,"South Ayrshire",1
2017-12-02,"South Lanarkshire",2
2017-12-02,"Stirling",2
2017-12-02,"West Dunbartonshire",1
2017-12-02,"West Lothian",2
2017-12-03,"Aberdeen City",3
2017-12-03,"Clackmannanshire",2
2017-12-03,"Dumfries and Galloway",3
2017-12-03,"Dundee City",2
2017-12-03,"East Ayrshire",1
2017-12-03,"East Dunbartonshire",2
2017-12-03,"East Lothian",1
2017-12-03,"East Renfrewshire",3
2017-12-03,"Edinburgh, City of",2
2017-12-03,"Falkirk",2
2017-12-03,"Fife",2
2017-12-03,"Glasgow City",2
2017-12-03,"Highland",3
2017-12-03,"Inverclyde",1
2017-12-03,"Midlothian",2
2017-12-03,"North Ayrshire",2
2017-12-03,"North Lanarkshire",2
2017-12-03,"Perth and Kinross",2
2017-12-03,"Renfrewshire",2
2017-12-03,"Scottish Borders",3
2017-12-03,"Shetland Islands",3
2017-12-03,"South Ayrshire",1
2017-12-03,"South Lanarkshire",2
2017-12-03,"Stirling",2
2017-12-03,"West Dunbartonshire",1
2017-12-03,"West Lothian",2
2017-12-04,"Aberdeen City",2
2017-12-04,"Clackmannanshire",1
2017-12-04,"Dumfries and Galloway",3
2017-12-04,"Dundee City",2
2017-12-04,"East Ayrshire",2
2017-12-04,"East Dunbartonshire",2
2017-12-04,"East Lothian",1
2017-12-04,"East Renfrewshire",3
2017-12-04,"Edinburgh, City of",3
2017-12-04,"Falkirk",1
2017-12-04,"Fife",2
2017-12-04,"Glasgow City",3
2017-12-04,"Highland",3
2017-12-04,"Inverclyde",2
2017-12-04,"Midlothian",2
2017-12-04,"North Ayrshire",2
2017-12-04,"North Lanarkshire",3
2017-12-04,"Perth and Kinross",2
2017-12-04,"Renfrewshire",2
2017-12-04,"Scottish Borders",3
2017-12-04,"Shetland Islands",3
