"Date","LA Name","DAQI"
2012-01-31,"South Lanarkshire",4
2012-01-31,"Stirling",3
2012-01-31,"West Dunbartonshire",3
2012-01-31,"West Lothian",3
2012-02-01,"Aberdeen City",3
2012-02-01,"Angus",3
2012-02-01,"Clackmannanshire",3
2012-02-01,"Dumfries and Galloway",3
2012-02-01,"Dundee City",3
2012-02-01,"East Dunbartonshire",4
2012-02-01,"East Lothian",2
2012-02-01,"East Renfrewshire",3
2012-02-01,"Edinburgh, City of",3
2012-02-01,"Falkirk",4
2012-02-01,"Fife",3
2012-02-01,"Glasgow City",4
2012-02-01,"Highland",3
2012-02-01,"Inverclyde",2
2012-02-01,"Midlothian",3
2012-02-01,"North Ayrshire",2
2012-02-01,"North Lanarkshire",3
2012-02-01,"Perth and Kinross",5
2012-02-01,"Renfrewshire",3
2012-02-01,"Scottish Borders",3
2012-02-01,"Shetland Islands",3
2012-02-01,"South Ayrshire",2
2012-02-01,"South Lanarkshire",5
2012-02-01,"Stirling",3
2012-02-01,"West Dunbartonshire",3
2012-02-01,"West Lothian",3
2012-02-02,"Aberdeen City",4
2012-02-02,"Angus",2
2012-02-02,"Clackmannanshire",2
2012-02-02,"Dumfries and Galloway",2
2012-02-02,"Dundee City",3
2012-02-02,"East Dunbartonshire",3
2012-02-02,"East Lothian",2
2012-02-02,"East Renfrewshire",2
2012-02-02,"Edinburgh, City of",6
2012-02-02,"Falkirk",2
2012-02-02,"Fife",3
2012-02-02,"Glasgow City",3
2012-02-02,"Highland",2
2012-02-02,"Inverclyde",2
2012-02-02,"Midlothian",3
2012-02-02,"North Ayrshire",2
2012-02-02,"North Lanarkshire",4
2012-02-02,"Perth and Kinross",4
2012-02-02,"Renfrewshire",3
2012-02-02,"Scottish Borders",2
2012-02-02,"Shetland Islands",3
2012-02-02,"South Ayrshire",2
2012-02-02,"South Lanarkshire",5
2012-02-02,"Stirling",3
2012-02-02,"West Dunbartonshire",2
2012-02-02,"West Lothian",2
2012-02-03,"Aberdeen City",4
2012-02-03,"Angus",2
2012-02-03,"Clackmannanshire",3
2012-02-03,"Dumfries and Galloway",2
2012-02-03,"Dundee City",3
2012-02-03,"East Dunbartonshire",3
2012-02-03,"East Lothian",2
2012-02-03,"East Renfrewshire",2
2012-02-03,"Edinburgh, City of",6
2012-02-03,"Falkirk",3
2012-02-03,"Fife",4
2012-02-03,"Glasgow City",4
2012-02-03,"Highland",2
2012-02-03,"Inverclyde",2
2012-02-03,"Midlothian",3
2012-02-03,"North Ayrshire",2
2012-02-03,"North Lanarkshire",3
2012-02-03,"Perth and Kinross",3
2012-02-03,"Renfrewshire",3
2012-02-03,"Scottish Borders",2
2012-02-03,"Shetland Islands",3
2012-02-03,"South Ayrshire",2
2012-02-03,"South Lanarkshire",5
2012-02-03,"Stirling",3
2012-02-03,"West Dunbartonshire",2
2012-02-03,"West Lothian",3
2012-02-04,"Aberdeen City",2
2012-02-04,"Angus",2
2012-02-04,"Clackmannanshire",2
2012-02-04,"Dumfries and Galloway",2
2012-02-04,"Dundee City",3
2012-02-04,"East Dunbartonshire",2
2012-02-04,"East Lothian",1
2012-02-04,"East Renfrewshire",3
2012-02-04,"Edinburgh, City of",3
2012-02-04,"Falkirk",2
2012-02-04,"Fife",2
2012-02-04,"Glasgow City",3
2012-02-04,"Highland",3
2012-02-04,"Inverclyde",1
2012-02-04,"Midlothian",2
2012-02-04,"North Ayrshire",2
2012-02-04,"North Lanarkshire",2
2012-02-04,"Perth and Kinross",3
2012-02-04,"Renfrewshire",2
2012-02-04,"Scottish Borders",2
2012-02-04,"Shetland Islands",3
2012-02-04,"South Ayrshire",1
2012-02-04,"South Lanarkshire",2
2012-02-04,"Stirling",2
2012-02-04,"West Dunbartonshire",2
2012-02-04,"West Lothian",1
2012-02-05,"Aberdeen City",2
2012-02-05,"Angus",1
2012-02-05,"Clackmannanshire",2
2012-02-05,"Dumfries and Galloway",2
2012-02-05,"Dundee City",3
2012-02-05,"East Dunbartonshire",2
2012-02-05,"East Lothian",1
2012-02-05,"East Renfrewshire",2
2012-02-05,"Edinburgh, City of",3
2012-02-05,"Falkirk",1
2012-02-05,"Fife",2
2012-02-05,"Glasgow City",3
2012-02-05,"Highland",3
2012-02-05,"Inverclyde",1
2012-02-05,"Midlothian",2
2012-02-05,"North Ayrshire",2
2012-02-05,"North Lanarkshire",2
2012-02-05,"Perth and Kinross",3
2012-02-05,"Renfrewshire",2
2012-02-05,"Scottish Borders",2
2012-02-05,"Shetland Islands",3
2012-02-05,"South Ayrshire",1
2012-02-05,"South Lanarkshire",2
2012-02-05,"Stirling",2
2012-02-05,"West Dunbartonshire",2
2012-02-05,"West Lothian",2
2012-02-06,"Aberdeen City",4
2012-02-06,"Angus",2
2012-02-06,"Clackmannanshire",2
2012-02-06,"Dumfries and Galloway",2
2012-02-06,"Dundee City",5
2012-02-06,"East Dunbartonshire",2
2012-02-06,"East Lothian",2
2012-02-06,"East Renfrewshire",2
2012-02-06,"Edinburgh, City of",4
2012-02-06,"Falkirk",3
2012-02-06,"Fife",3
2012-02-06,"Glasgow City",4
2012-02-06,"Highland",3
2012-02-06,"Inverclyde",2
2012-02-06,"Midlothian",2
2012-02-06,"North Ayrshire",2
2012-02-06,"North Lanarkshire",3
2012-02-06,"Perth and Kinross",3
2012-02-06,"Renfrewshire",2
2012-02-06,"Scottish Borders",2
2012-02-06,"Shetland Islands",3
2012-02-06,"South Ayrshire",1
2012-02-06,"South Lanarkshire",4
2012-02-06,"Stirling",2
2012-02-06,"West Dunbartonshire",2
2012-02-06,"West Lothian",2
2012-02-07,"Aberdeen City",3
2012-02-07,"Angus",2
2012-02-07,"Clackmannanshire",2
2012-02-07,"Dumfries and Galloway",2
2012-02-07,"Dundee City",4
2012-02-07,"East Dunbartonshire",3
2012-02-07,"East Lothian",2
2012-02-07,"East Renfrewshire",2
2012-02-07,"Edinburgh, City of",4
2012-02-07,"Falkirk",3
2012-02-07,"Fife",3
2012-02-07,"Glasgow City",4
2012-02-07,"Highland",2
2012-02-07,"Inverclyde",2
2012-02-07,"Midlothian",2
2012-02-07,"North Ayrshire",2
2012-02-07,"North Lanarkshire",3
2012-02-07,"Perth and Kinross",3
2012-02-07,"Renfrewshire",3
2012-02-07,"Scottish Borders",2
2012-02-07,"Shetland Islands",3
2012-02-07,"South Ayrshire",1
2012-02-07,"South Lanarkshire",4
2012-02-07,"Stirling",2
2012-02-07,"West Dunbartonshire",2
2012-02-07,"West Lothian",3
2012-02-08,"Aberdeen City",3
2012-02-08,"Angus",2
2012-02-08,"Clackmannanshire",2
2012-02-08,"Dumfries and Galloway",2
2012-02-08,"Dundee City",3
2012-02-08,"East Dunbartonshire",3
2012-02-08,"East Lothian",2
2012-02-08,"East Renfrewshire",2
2012-02-08,"Edinburgh, City of",3
2012-02-08,"Falkirk",3
2012-02-08,"Fife",3
2012-02-08,"Glasgow City",4
2012-02-08,"Highland",2
2012-02-08,"Inverclyde",3
2012-02-08,"Midlothian",3
2012-02-08,"North Ayrshire",2
2012-02-08,"North Lanarkshire",2
2012-02-08,"Perth and Kinross",5
2012-02-08,"Renfrewshire",2
2012-02-08,"Scottish Borders",2
2012-02-08,"Shetland Islands",3
2012-02-08,"South Ayrshire",2
2012-02-08,"South Lanarkshire",4
2012-02-08,"Stirling",2
2012-02-08,"West Dunbartonshire",2
2012-02-08,"West Lothian",3
2012-02-09,"Aberdeen City",4
2012-02-09,"Angus",2
2012-02-09,"Clackmannanshire",3
2012-02-09,"Dumfries and Galloway",2
2012-02-09,"Dundee City",2
2012-02-09,"East Dunbartonshire",3
2012-02-09,"East Lothian",2
2012-02-09,"East Renfrewshire",2
2012-02-09,"Edinburgh, City of",3
2012-02-09,"Falkirk",3
2012-02-09,"Fife",3
2012-02-09,"Glasgow City",5
2012-02-09,"Highland",2
2012-02-09,"Inverclyde",2
2012-02-09,"Midlothian",2
2012-02-09,"North Ayrshire",1
2012-02-09,"North Lanarkshire",2
2012-02-09,"Perth and Kinross",3
2012-02-09,"Renfrewshire",3
2012-02-09,"Scottish Borders",1
2012-02-09,"Shetland Islands",2
2012-02-09,"South Ayrshire",1
2012-02-09,"South Lanarkshire",3
2012-02-09,"Stirling",2
2012-02-09,"West Dunbartonshire",2
2012-02-09,"West Lothian",2
2012-02-10,"Aberdeen City",2
2012-02-10,"Angus",2
2012-02-10,"Clackmannanshire",2
2012-02-10,"Dumfries and Galloway",2
2012-02-10,"Dundee City",2
2012-02-10,"East Dunbartonshire",2
2012-02-10,"East Lothian",1
2012-02-10,"East Renfrewshire",2
2012-02-10,"Edinburgh, City of",3
2012-02-10,"Falkirk",2
2012-02-10,"Fife",2
2012-02-10,"Glasgow City",3
2012-02-10,"Highland",2
2012-02-10,"Inverclyde",2
2012-02-10,"Midlothian",2
2012-02-10,"North Ayrshire",2
2012-02-10,"North Lanarkshire",2
2012-02-10,"Perth and Kinross",3
2012-02-10,"Renfrewshire",2
2012-02-10,"Scottish Borders",1
2012-02-10,"Shetland Islands",3
2012-02-10,"South Ayrshire",1
2012-02-10,"South Lanarkshire",3
2012-02-10,"Stirling",2
2012-02-10,"West Dunbartonshire",2
2012-02-10,"West Lothian",2
2012-02-11,"Aberdeen City",2
2012-02-11,"Angus",2
2012-02-11,"Clackmannanshire",2
2012-02-11,"Dumfries and Galloway",2
2012-02-11,"Dundee City",3
2012-02-11,"East Dunbartonshire",2
2012-02-11,"East Lothian",2
2012-02-11,"East Renfrewshire",2
2012-02-11,"Edinburgh, City of",3
2012-02-11,"Falkirk",2
2012-02-11,"Fife",2
2012-02-11,"Glasgow City",5
2012-02-11,"Highland",3
2012-02-11,"Inverclyde",2
2012-02-11,"Midlothian",2
2012-02-11,"North Ayrshire",1
2012-02-11,"North Lanarkshire",2
2012-02-11,"Perth and Kinross",2
2012-02-11,"Renfrewshire",3
2012-02-11,"Scottish Borders",1
2012-02-11,"Shetland Islands",3
2012-02-11,"South Ayrshire",1
2012-02-11,"South Lanarkshire",3
2012-02-11,"Stirling",2
2012-02-11,"West Dunbartonshire",2
2012-02-11,"West Lothian",2
2012-02-12,"Aberdeen City",2
2012-02-12,"Angus",2
2012-02-12,"Clackmannanshire",2
2012-02-12,"Dumfries and Galloway",1
2012-02-12,"Dundee City",2
2012-02-12,"East Ayrshire",2
2012-02-12,"East Dunbartonshire",2
2012-02-12,"East Lothian",2
2012-02-12,"East Renfrewshire",2
2012-02-12,"Edinburgh, City of",2
2012-02-12,"Falkirk",2
2012-02-12,"Fife",2
2012-02-12,"Glasgow City",2
2012-02-12,"Highland",3
2012-02-12,"Inverclyde",1
2012-02-12,"Midlothian",2
2012-02-12,"North Ayrshire",2
2012-02-12,"North Lanarkshire",2
2012-02-12,"Perth and Kinross",2
2012-02-12,"Renfrewshire",2
2012-02-12,"Scottish Borders",2
2012-02-12,"Shetland Islands",3
2012-02-12,"South Ayrshire",1
2012-02-12,"South Lanarkshire",2
2012-02-12,"Stirling",2
2012-02-12,"West Dunbartonshire",2
2012-02-12,"West Lothian",2
2012-02-13,"Aberdeen City",2
2012-02-13,"Angus",2
2012-02-13,"Clackmannanshire",2
2012-02-13,"Dumfries and Galloway",2
2012-02-13,"Dundee City",3
2012-02-13,"East Ayrshire",2
2012-02-13,"East Dunbartonshire",2
2012-02-13,"East Lothian",1
2012-02-13,"East Renfrewshire",3
2012-02-13,"Edinburgh, City of",3
2012-02-13,"Falkirk",2
2012-02-13,"Fife",2
2012-02-13,"Glasgow City",3
2012-02-13,"Highland",3
2012-02-13,"Inverclyde",1
2012-02-13,"Midlothian",3
2012-02-13,"North Ayrshire",2
2012-02-13,"North Lanarkshire",2
2012-02-13,"Perth and Kinross",2
2012-02-13,"Renfrewshire",2
2012-02-13,"Scottish Borders",2
2012-02-13,"Shetland Islands",3
2012-02-13,"South Ayrshire",2
2012-02-13,"South Lanarkshire",2
2012-02-13,"Stirling",2
2012-02-13,"West Dunbartonshire",2
2012-02-13,"West Lothian",2
2012-02-14,"Aberdeen City",2
2012-02-14,"Angus",2
2012-02-14,"Clackmannanshire",2
2012-02-14,"Dumfries and Galloway",3
2012-02-14,"Dundee City",2
2012-02-14,"East Ayrshire",2
2012-02-14,"East Dunbartonshire",2
2012-02-14,"East Lothian",2
2012-02-14,"East Renfrewshire",3
2012-02-14,"Edinburgh, City of",3
2012-02-14,"Falkirk",2
2012-02-14,"Fife",2
2012-02-14,"Glasgow City",4
2012-02-14,"Highland",3
2012-02-14,"Inverclyde",2
2012-02-14,"Midlothian",3
2012-02-14,"North Ayrshire",2
2012-02-14,"North Lanarkshire",2
2012-02-14,"Perth and Kinross",3
2012-02-14,"Renfrewshire",2
2012-02-14,"Scottish Borders",2
2012-02-14,"Shetland Islands",3
2012-02-14,"South Ayrshire",2
2012-02-14,"South Lanarkshire",2
2012-02-14,"Stirling",2
2012-02-14,"West Dunbartonshire",1
2012-02-14,"West Lothian",2
2012-02-15,"Aberdeen City",3
2012-02-15,"Angus",2
2012-02-15,"Clackmannanshire",1
2012-02-15,"Dumfries and Galloway",3
2012-02-15,"Dundee City",3
2012-02-15,"East Ayrshire",1
2012-02-15,"East Dunbartonshire",2
2012-02-15,"East Lothian",1
2012-02-15,"East Renfrewshire",3
2012-02-15,"Edinburgh, City of",5
2012-02-15,"Falkirk",2
2012-02-15,"Fife",2
2012-02-15,"Glasgow City",10
2012-02-15,"Highland",3
2012-02-15,"Inverclyde",1
2012-02-15,"Midlothian",3
2012-02-15,"North Ayrshire",2
2012-02-15,"North Lanarkshire",2
2012-02-15,"Perth and Kinross",2
2012-02-15,"Renfrewshire",2
2012-02-15,"Scottish Borders",2
2012-02-15,"South Ayrshire",2
2012-02-15,"South Lanarkshire",2
2012-02-15,"Stirling",1
2012-02-15,"West Dunbartonshire",1
2012-02-15,"West Lothian",2
2012-02-16,"Aberdeen City",3
2012-02-16,"Angus",2
2012-02-16,"Clackmannanshire",2
2012-02-16,"Dumfries and Galloway",3
2012-02-16,"Dundee City",3
2012-02-16,"East Ayrshire",2
2012-02-16,"East Dunbartonshire",2
2012-02-16,"East Lothian",1
2012-02-16,"East Renfrewshire",3
2012-02-16,"Edinburgh, City of",3
2012-02-16,"Falkirk",2
2012-02-16,"Fife",2
2012-02-16,"Glasgow City",2
2012-02-16,"Highland",3
2012-02-16,"Inverclyde",1
2012-02-16,"Midlothian",3
2012-02-16,"North Ayrshire",2
2012-02-16,"North Lanarkshire",2
2012-02-16,"Perth and Kinross",3
2012-02-16,"Renfrewshire",2
2012-02-16,"Scottish Borders",3
2012-02-16,"South Ayrshire",2
2012-02-16,"South Lanarkshire",2
2012-02-16,"Stirling",2
2012-02-16,"West Dunbartonshire",2
2012-02-16,"West Lothian",1
2012-02-17,"Aberdeen City",3
2012-02-17,"Angus",2
2012-02-17,"Clackmannanshire",1
2012-02-17,"Dumfries and Galloway",2
2012-02-17,"Dundee City",3
2012-02-17,"East Ayrshire",2
2012-02-17,"East Dunbartonshire",2
2012-02-17,"East Lothian",1
2012-02-17,"East Renfrewshire",3
2012-02-17,"Edinburgh, City of",3
2012-02-17,"Falkirk",1
2012-02-17,"Fife",1
2012-02-17,"Glasgow City",3
2012-02-17,"Highland",3
2012-02-17,"Inverclyde",1
2012-02-17,"Midlothian",3
2012-02-17,"North Ayrshire",1
2012-02-17,"North Lanarkshire",2
2012-02-17,"Perth and Kinross",3
2012-02-17,"Renfrewshire",2
2012-02-17,"Scottish Borders",2
2012-02-17,"South Ayrshire",1
2012-02-17,"South Lanarkshire",2
2012-02-17,"Stirling",1
2012-02-17,"West Dunbartonshire",1
2012-02-17,"West Lothian",2
2012-02-18,"Aberdeen City",3
2012-02-18,"Angus",1
2012-02-18,"Clackmannanshire",1
2012-02-18,"Dumfries and Galloway",3
2012-02-18,"Dundee City",2
2012-02-18,"East Ayrshire",2
2012-02-18,"East Dunbartonshire",1
2012-02-18,"East Lothian",1
2012-02-18,"East Renfrewshire",3
2012-02-18,"Edinburgh, City of",3
2012-02-18,"Falkirk",2
2012-02-18,"Fife",1
2012-02-18,"Glasgow City",3
2012-02-18,"Highland",3
2012-02-18,"Inverclyde",1
2012-02-18,"Midlothian",3
2012-02-18,"North Ayrshire",2
2012-02-18,"North Lanarkshire",1
2012-02-18,"Perth and Kinross",2
2012-02-18,"Renfrewshire",1
2012-02-18,"Scottish Borders",3
2012-02-18,"South Ayrshire",1
2012-02-18,"South Lanarkshire",1
2012-02-18,"Stirling",1
2012-02-18,"West Dunbartonshire",1
2012-02-18,"West Lothian",1
2012-02-19,"Aberdeen City",3
2012-02-19,"Angus",1
2012-02-19,"Clackmannanshire",1
2012-02-19,"Dumfries and Galloway",3
2012-02-19,"Dundee City",2
2012-02-19,"East Ayrshire",2
2012-02-19,"East Dunbartonshire",2
2012-02-19,"East Lothian",1
2012-02-19,"East Renfrewshire",3
2012-02-19,"Edinburgh, City of",2
2012-02-19,"Falkirk",1
2012-02-19,"Fife",2
2012-02-19,"Glasgow City",2
2012-02-19,"Highland",3
2012-02-19,"Inverclyde",1
2012-02-19,"Midlothian",3
2012-02-19,"North Ayrshire",2
2012-02-19,"North Lanarkshire",2
2012-02-19,"Perth and Kinross",2
2012-02-19,"Renfrewshire",2
2012-02-19,"Scottish Borders",3
2012-02-19,"South Ayrshire",1
2012-02-19,"South Lanarkshire",2
2012-02-19,"Stirling",2
2012-02-19,"West Dunbartonshire",2
2012-02-19,"West Lothian",1
2012-02-20,"Aberdeen City",2
2012-02-20,"Angus",1
2012-02-20,"Clackmannanshire",1
2012-02-20,"Dumfries and Galloway",3
2012-02-20,"Dundee City",3
2012-02-20,"East Ayrshire",2
2012-02-20,"East Dunbartonshire",1
2012-02-20,"East Lothian",1
2012-02-20,"East Renfrewshire",3
2012-02-20,"Edinburgh, City of",3
2012-02-20,"Falkirk",1
2012-02-20,"Fife",1
2012-02-20,"Glasgow City",2
2012-02-20,"Highland",3
2012-02-20,"Inverclyde",1
2012-02-20,"Midlothian",3
2012-02-20,"North Ayrshire",2
2012-02-20,"North Lanarkshire",1
2012-02-20,"Perth and Kinross",2
2012-02-20,"Renfrewshire",1
2012-02-20,"Scottish Borders",3
2012-02-20,"South Ayrshire",1
2012-02-20,"South Lanarkshire",1
2012-02-20,"Stirling",1
2012-02-20,"West Dunbartonshire",1
2012-02-20,"West Lothian",1
2012-02-21,"Aberdeen City",2
2012-02-21,"Angus",1
2012-02-21,"Clackmannanshire",1
2012-02-21,"Dumfries and Galloway",2
2012-02-21,"Dundee City",2
2012-02-21,"East Ayrshire",1
2012-02-21,"East Dunbartonshire",1
2012-02-21,"East Lothian",1
2012-02-21,"East Renfrewshire",3
2012-02-21,"Edinburgh, City of",2
2012-02-21,"Falkirk",1
2012-02-21,"Fife",1
2012-02-21,"Glasgow City",2
2012-02-21,"Highland",3
2012-02-21,"Inverclyde",1
2012-02-21,"Midlothian",3
2012-02-21,"North Ayrshire",2
2012-02-21,"North Lanarkshire",2
2012-02-21,"Perth and Kinross",2
2012-02-21,"Renfrewshire",2
2012-02-21,"Scottish Borders",2
2012-02-21,"South Ayrshire",1
2012-02-21,"South Lanarkshire",2
2012-02-21,"Stirling",1
2012-02-21,"West Dunbartonshire",1
2012-02-21,"West Lothian",1
2012-02-22,"Aberdeen City",2
2012-02-22,"Angus",1
2012-02-22,"Clackmannanshire",1
2012-02-22,"Dumfries and Galloway",3
2012-02-22,"Dundee City",2
2012-02-22,"East Ayrshire",1
2012-02-22,"East Dunbartonshire",1
2012-02-22,"East Lothian",1
2012-02-22,"East Renfrewshire",3
2012-02-22,"Edinburgh, City of",2
2012-02-22,"Falkirk",1
2012-02-22,"Fife",1
2012-02-22,"Glasgow City",2
2012-02-22,"Highland",3
2012-02-22,"Inverclyde",1
2012-02-22,"Midlothian",3
2012-02-22,"North Ayrshire",1
2012-02-22,"North Lanarkshire",1
2012-02-22,"Perth and Kinross",2
2012-02-22,"Renfrewshire",1
2012-02-22,"Scottish Borders",3
2012-02-22,"South Ayrshire",1
2012-02-22,"South Lanarkshire",1
2012-02-22,"Stirling",1
2012-02-22,"West Dunbartonshire",1
2012-02-22,"West Lothian",1
2012-02-23,"Aberdeen City",2
2012-02-23,"Angus",1
2012-02-23,"Clackmannanshire",1
2012-02-23,"Dumfries and Galloway",3
2012-02-23,"Dundee City",2
2012-02-23,"East Ayrshire",1
2012-02-23,"East Dunbartonshire",1
2012-02-23,"East Lothian",1
2012-02-23,"East Renfrewshire",3
2012-02-23,"Edinburgh, City of",2
2012-02-23,"Falkirk",1
2012-02-23,"Fife",1
2012-02-23,"Glasgow City",2
2012-02-23,"Highland",3
2012-02-23,"Inverclyde",1
2012-02-23,"Midlothian",3
2012-02-23,"North Ayrshire",1
2012-02-23,"North Lanarkshire",1
2012-02-23,"Perth and Kinross",2
2012-02-23,"Renfrewshire",2
2012-02-23,"Scottish Borders",3
2012-02-23,"South Ayrshire",1
2012-02-23,"South Lanarkshire",1
2012-02-23,"Stirling",1
2012-02-23,"West Dunbartonshire",1
2012-02-23,"West Lothian",1
2012-02-24,"Aberdeen City",3
2012-02-24,"Angus",2
2012-02-24,"Clackmannanshire",1
2012-02-24,"Dumfries and Galloway",3
2012-02-24,"Dundee City",2
2012-02-24,"East Ayrshire",2
2012-02-24,"East Dunbartonshire",2
2012-02-24,"East Lothian",1
2012-02-24,"East Renfrewshire",3
2012-02-24,"Edinburgh, City of",3
2012-02-24,"Falkirk",1
2012-02-24,"Fife",2
2012-02-24,"Glasgow City",3
2012-02-24,"Highland",3
2012-02-24,"Inverclyde",1
2012-02-24,"Midlothian",3
2012-02-24,"North Ayrshire",2
2012-02-24,"North Lanarkshire",2
2012-02-24,"Perth and Kinross",2
2012-02-24,"Renfrewshire",2
2012-02-24,"Scottish Borders",3
2012-02-24,"South Ayrshire",1
2012-02-24,"South Lanarkshire",2
2012-02-24,"Stirling",1
2012-02-24,"West Dunbartonshire",1
2012-02-24,"West Lothian",1
2012-02-25,"Aberdeen City",2
2012-02-25,"Angus",1
2012-02-25,"Clackmannanshire",1
2012-02-25,"Dumfries and Galloway",3
2012-02-25,"Dundee City",3
2012-02-25,"East Ayrshire",2
2012-02-25,"East Dunbartonshire",1
2012-02-25,"East Lothian",1
2012-02-25,"East Renfrewshire",3
2012-02-25,"Edinburgh, City of",3
2012-02-25,"Falkirk",1
2012-02-25,"Fife",1
2012-02-25,"Glasgow City",2
2012-02-25,"Highland",3
2012-02-25,"Inverclyde",1
2012-02-25,"Midlothian",3
2012-02-25,"North Ayrshire",2
2012-02-25,"North Lanarkshire",2
2012-02-25,"Perth and Kinross",2
2012-02-25,"Renfrewshire",2
2012-02-25,"Scottish Borders",3
2012-02-25,"South Ayrshire",1
2012-02-25,"South Lanarkshire",2
2012-02-25,"Stirling",2
2012-02-25,"West Dunbartonshire",1
2012-02-25,"West Lothian",1
2012-02-26,"Aberdeen City",2
2012-02-26,"Angus",1
2012-02-26,"Clackmannanshire",1
2012-02-26,"Dumfries and Galloway",3
2012-02-26,"Dundee City",2
2012-02-26,"East Ayrshire",2
2012-02-26,"East Dunbartonshire",1
2012-02-26,"East Lothian",1
2012-02-26,"East Renfrewshire",3
2012-02-26,"Edinburgh, City of",2
2012-02-26,"Falkirk",1
2012-02-26,"Fife",1
2012-02-26,"Glasgow City",2
2012-02-26,"Highland",3
2012-02-26,"Inverclyde",1
2012-02-26,"Midlothian",3
2012-02-26,"North Ayrshire",1
2012-02-26,"North Lanarkshire",1
2012-02-26,"Perth and Kinross",2
2012-02-26,"Renfrewshire",2
2012-02-26,"Scottish Borders",3
2012-02-26,"South Ayrshire",1
2012-02-26,"South Lanarkshire",1
2012-02-26,"Stirling",2
2012-02-26,"West Dunbartonshire",1
2012-02-26,"West Lothian",1
2012-02-27,"Aberdeen City",2
2012-02-27,"Angus",1
2012-02-27,"Clackmannanshire",1
2012-02-27,"Dumfries and Galloway",2
2012-02-27,"Dundee City",2
2012-02-27,"East Ayrshire",1
2012-02-27,"East Dunbartonshire",1
2012-02-27,"East Lothian",1
2012-02-27,"East Renfrewshire",2
2012-02-27,"Edinburgh, City of",2
2012-02-27,"Falkirk",1
2012-02-27,"Fife",1
2012-02-27,"Glasgow City",2
2012-02-27,"Highland",3
2012-02-27,"Inverclyde",1
2012-02-27,"Midlothian",2
2012-02-27,"North Ayrshire",2
2012-02-27,"North Lanarkshire",1
2012-02-27,"Perth and Kinross",2
2012-02-27,"Renfrewshire",2
2012-02-27,"Scottish Borders",2
2012-02-27,"South Ayrshire",1
2012-02-27,"South Lanarkshire",1
2012-02-27,"Stirling",1
2012-02-27,"West Dunbartonshire",1
2012-02-27,"West Lothian",1
2012-02-28,"Aberdeen City",3
2012-02-28,"Angus",1
2012-02-28,"Clackmannanshire",1
2012-02-28,"Dumfries and Galloway",2
2012-02-28,"Dundee City",2
2012-02-28,"East Ayrshire",2
2012-02-28,"East Dunbartonshire",2
2012-02-28,"East Lothian",1
2012-02-28,"East Renfrewshire",2
2012-02-28,"Edinburgh, City of",2
2012-02-28,"Falkirk",1
2012-02-28,"Fife",1
2012-02-28,"Glasgow City",2
2012-02-28,"Highland",3
2012-02-28,"Inverclyde",1
2012-02-28,"Midlothian",2
2012-02-28,"North Ayrshire",1
2012-02-28,"North Lanarkshire",2
2012-02-28,"Perth and Kinross",2
2012-02-28,"Renfrewshire",2
2012-02-28,"Scottish Borders",2
2012-02-28,"South Ayrshire",1
2012-02-28,"South Lanarkshire",2
2012-02-28,"Stirling",1
2012-02-28,"West Dunbartonshire",1
2012-02-28,"West Lothian",1
2012-02-29,"Aberdeen City",3
2012-02-29,"Angus",2
2012-02-29,"Clackmannanshire",2
2012-02-29,"Dumfries and Galloway",2
2012-02-29,"Dundee City",2
2012-02-29,"East Ayrshire",1
2012-02-29,"East Dunbartonshire",2
2012-02-29,"East Lothian",1
2012-02-29,"East Renfrewshire",2
